ticker,snapshot_date,spot,expiry,dte,option_type,strike,bid,ask,mid,last,iv,volume,open_interest,moneyness
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,655.0,56.64,60.04,58.34,60.7,0.5327195166015625,1.0,11,0.9191692708962336
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,670.0,43.08,44.98,44.03,41.91,0.42236905761718746,33.0,64,0.9402189488556892
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,675.0,38.38,40.45,39.415000000000006,52.48,0.4094297338867187,6.0,56,0.9472355081755078
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,680.0,33.37,35.14,34.254999999999995,35.25,0.3569400244140625,4.0,64,0.9542520674953264
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,695.0,20.83,21.94,21.384999999999998,20.3,0.30463341857910153,217.0,7,0.9753017454547822
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,696.0,18.89,21.43,20.16,17.71,0.3118354949951171,1.0,3,0.9767050573187459
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,697.0,19.22,20.64,19.93,18.6,0.3092110095214844,7.0,3,0.9781083691827096
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,698.0,17.18,20.04,18.61,16.93,0.3123237713623046,36.0,3,0.9795116810466733
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,699.0,17.66,18.71,18.185000000000002,16.5,0.29206030212402334,18.0,4,0.980914992910637
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,700.0,15.48,18.13,16.805,15.82,0.29529513305664057,81.0,229,0.9823183047746007
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,702.0,15.8,15.9,15.850000000000001,14.62,0.2678906219482422,264.0,13,0.9851249285025282
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,703.0,15.07,15.17,15.120000000000001,15.12,0.26563234375,310.0,12,0.9865282403664919
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,704.0,14.35,14.44,14.395,14.24,0.2630078582763672,578.0,3,0.9879315522304556
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,705.0,13.65,13.73,13.690000000000001,13.74,0.26056647644042963,379.0,172,0.9893348640944193
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,706.0,12.95,13.04,12.995,13.32,0.25830819824218754,602.0,13,0.990738175958383
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,707.0,12.28,12.36,12.32,12.94,0.25592785095214843,644.0,30,0.9921414878223468
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,708.0,11.62,11.69,11.655,11.7,0.2534254345703125,347.0,41,0.9935447996863105
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,709.0,10.97,11.04,11.004999999999999,11.54,0.2510450872802734,2247.0,106,0.9949481115502742
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,710.0,10.34,10.41,10.375,10.36,0.24875629180908204,1848.0,14183,0.9963514234142379
QQQ,2026-07-02,712.5999755859375,2026-07-09,7,call,711.0,9.73,9.8,9.765,9.67,0.24658956542968752,1193.0,66,0.9977547352782016
